term,topic_id,enrichment_data
matter,1.3,"{""explanation"": ""Matter is anything that has mass and takes up space (volume). It exists in various states (solid, liquid, gas, plasma) and is composed of atoms. Matter can be classified as pure substances (elements and compounds) or mixtures."", ""urdu_meaning"": ""مادہ - ہر وہ چیز جو کمیت رکھتی ہو اور جگہ گھیرتی ہو"", ""term_type"": ""concept"", ""example_sentence"": ""All physical objects are composed of matter, which can be an element, compound, or mixture."", ""properties"": {""key_principle"": ""Anything that occupies space and has mass; composed of atoms."", ""related_concepts"": [""mass"", ""volume"", ""states of matter (solid, liquid, gas, plasma)"", ""atom"", ""element"", ""compound"", ""mixture"", ""pure substances""], ""real_world_example"": ""A rock, water, air, and a human being are all examples of matter.""}}"
mercury,1.3,"{""explanation"": ""Mercury (Hg) is a unique metallic element that is liquid at room temperature. It is a dense, silvery-white transition metal and is toxic."", ""urdu_meaning"": ""پارہ - ایک دھاتی عنصر جو کمرے کے درجہ حرارت پر مائع ہوتا ہے"", ""term_type"": ""element"", ""example_sentence"": ""Mercury was historically used in thermometers and barometers due to its liquid state and uniform expansion."", ""properties"": {""symbol"": ""Hg"", ""atomic_number"": 80, ""category"": ""metal (transition metal)"", ""state_room_temp"": ""liquid"", ""common_uses"": [""Thermometers (historical)"", ""Barometers (historical)"", ""Fluorescent lamps"", ""Dental amalgams (less common now)"", ""Some electrical switches""]}}"
metallic bonds,1.3,"{""explanation"": ""Metallic bonds are a type of chemical bond formed between positively charged metal ions and a 'sea' of delocalized electrons that are shared among all the metal atoms. This bonding accounts for properties like electrical conductivity and malleability in metals."", ""urdu_meaning"": ""دھاتی بانڈز - دھاتی آئنوں اور آزاد الیکٹرانوں کے 'سمندر' کے درمیان بننے والے کیمیائی بانڈ"", ""term_type"": ""concept"", ""example_sentence"": ""The ability of metals to conduct electricity is due to the free movement of electrons involved in metallic bonds."", ""properties"": {""key_principle"": ""Chemical bonding in metals, involving a lattice of positive metal ions and a delocalized sea of electrons."", ""related_concepts"": [""chemical bonding"", ""metal"", ""delocalized electrons"", ""electrical conductivity"", ""malleability"", ""ductility"", ""ionic bond (contrast)"", ""covalent bond (contrast)""], ""real_world_example"": ""The atoms in a copper wire are held together by metallic bonds.""}}"
metalloids,1.3,"{""explanation"": ""Metalloids (or semimetals) are chemical elements that exhibit properties intermediate between those of typical metals and nonmetals. They are generally semiconductors and are found along the stairstep line in the periodic table."", ""urdu_meaning"": ""دھات نما / سیمی میٹلز - ایسے عناصر جو دھاتوں اور غیر دھاتوں کے درمیان خصوصیات رکھتے ہیں"", ""term_type"": ""concept"", ""example_sentence"": ""Silicon and germanium are well-known metalloids used extensively in the semiconductor industry."", ""properties"": {""key_principle"": ""Elements with properties intermediate between metals and nonmetals; often semiconductors."", ""related_concepts"": [""elements"", ""metals"", ""non-metals"", ""periodic table"", ""semiconductor"", ""silicon"", ""germanium"", ""arsenic""], ""real_world_example"": ""Boron, tellurium, and antimony are other examples of metalloids.""}}"
metals,1.3,"{""explanation"": ""Metals are a class of elements typically characterized by properties such as good electrical and thermal conductivity, luster, malleability, and ductility. They tend to lose electrons to form positive ions (cations) and are held together by metallic bonds."", ""urdu_meaning"": ""دھاتیں - عناصر کی ایک قسم جو اچھی برقی اور حرارتی موصل، چمکدار، اور لچکدار ہوتی ہیں"", ""term_type"": ""concept"", ""example_sentence"": ""Copper and aluminum are examples of metals widely used for electrical wiring due to their high conductivity."", ""properties"": {""key_principle"": ""Elements that are typically shiny, malleable, ductile, and good conductors of heat and electricity; tend to form cations."", ""related_concepts"": [""elements"", ""non-metals (contrast)"", ""metalloids (intermediate)"", ""periodic table"", ""metallic bonds"", ""conductivity"", ""malleability"", ""ductility"", ""cation""], ""real_world_example"": ""Iron, gold, silver, sodium, calcium.""}}"
mixtures,1.3,"{""explanation"": ""Mixtures are physical combinations of two or more pure substances (elements or compounds) in which each substance retains its own chemical identity and properties. Mixtures can be homogeneous or heterogeneous and can be separated by physical means."", ""urdu_meaning"": ""آمیزے - دو یا زیادہ خالص مادوں کا طبعی امتزاج جس میں ہر مادہ اپنی شناخت برقرار رکھتا ہے"", ""term_type"": ""concept"", ""example_sentence"": ""Air is a mixture of gases, primarily nitrogen and oxygen."", ""properties"": {""key_principle"": ""Physical combination of two or more substances that are not chemically bonded and can be separated by physical methods."", ""related_concepts"": [""homogeneous mixture"", ""heterogeneous mixture"", ""pure substances (contrast)"", ""solution"", ""colloid"", ""suspension"", ""filtration"", ""distillation"", ""evaporation""], ""real_world_example"": ""Seawater (salt and water), soil (various minerals and organic matter).""}}"
molecules,1.3,"{""explanation"": ""Molecules are electrically neutral groups of two or more atoms held together by chemical bonds (typically covalent bonds). They are the smallest particles of a covalent compound or an elemental substance (like O₂ or N₂) that can exist independently and retain the substance's chemical properties."", ""urdu_meaning"": ""سالمات / مالیکیولز - دو یا زیادہ ایٹموں کے برقی طور پر غیر جانبدار گروہ جو کیمیائی بانڈز سے جڑے ہوں"", ""term_type"": ""concept"", ""example_sentence"": ""A molecule of water (H₂O) consists of two hydrogen atoms covalently bonded to one oxygen atom."", ""properties"": {""key_principle"": ""Two or more atoms (same or different) held together by covalent chemical bonds."", ""related_concepts"": [""atom"", ""covalent bond"", ""compound (molecular)"", ""element (molecular, e.g., O₂)"", ""chemical formula""], ""real_world_example"": ""Carbon dioxide (CO₂), methane (CH₄), glucose (C₆H₁₂O₆).""}}"
noble gases,1.3,"{""explanation"": ""Noble gases are a group of chemical elements in Group 18 of the periodic table, characterized by their very low chemical reactivity due to having a full valence shell of electrons. They are monatomic gases under standard conditions."", ""urdu_meaning"": ""نبیل گیسیں - کیمیائی عناصر کا ایک گروہ جو بہت کم تعامل پذیر ہوتے ہیں"", ""term_type"": ""concept"", ""example_sentence"": ""Helium and neon are examples of noble gases, known for their inertness."", ""properties"": {""key_principle"": ""Group 18 elements; generally unreactive due to stable electron configurations (full valence shells)."", ""related_concepts"": [""elements"", ""periodic table (Group 18)"", ""monatomic gas"", ""inert gas"", ""valence electrons""], ""real_world_example"": ""Helium (He), Neon (Ne), Argon (Ar), Krypton (Kr), Xenon (Xe), Radon (Rn).""}}"
non-metals,1.3,"{""explanation"": ""Non-metals are a class of chemical elements that are typically poor conductors of heat and electricity, are not malleable or ductile, and tend to gain electrons to form negative ions (anions) or share electrons in covalent bonds. They are found on the right side of the periodic table."", ""urdu_meaning"": ""غیر دھاتیں - عناصر کی ایک قسم جو عام طور پر حرارت اور بجلی کی ناقص موصل ہوتی ہیں"", ""term_type"": ""concept"", ""example_sentence"": ""Oxygen, carbon, and nitrogen are common non-metals essential for life."", ""properties"": {""key_principle"": ""Elements that are generally poor conductors, brittle if solid, and tend to gain or share electrons in bonding."", ""related_concepts"": [""elements"", ""metals (contrast)"", ""metalloids (intermediate)"", ""periodic table"", ""covalent bond"", ""anion"", ""electronegativity""], ""real_world_example"": ""Sulfur (S), Phosphorus (P), Chlorine (Cl), Iodine (I).""}}"
oxygen,1.3,"{""explanation"": ""Oxygen (O) is a highly reactive nonmetallic chemical element, essential for respiration in most living organisms and for combustion processes. It commonly exists as a diatomic molecule (O₂)."", ""urdu_meaning"": ""آکسیجن - ایک انتہائی تعامل پذیر غیر دھاتی عنصر، جو سانس لینے اور جلنے کے لیے ضروری ہے"", ""term_type"": ""element"", ""example_sentence"": ""Oxygen gas (O₂) makes up about 21% of Earth's atmosphere."", ""properties"": {""symbol"": ""O"", ""atomic_number"": 8, ""category"": ""nonmetal"", ""state_room_temp"": ""gas (as O₂)"", ""common_uses"": [""Respiration"", ""Combustion"", ""Oxidizing agent"", ""Medical applications"", ""Steel production""]}}"
periodic table,1.3,"{""explanation"": ""The periodic table is a tabular arrangement of chemical elements, ordered by their atomic number, electron configuration, and recurring chemical properties. It provides a systematic way to organize and understand the elements and their relationships."", ""urdu_meaning"": ""دوری جدول / پیریوڈک ٹیبل - کیمیائی عناصر کی ایک جدولی ترتیب"", ""term_type"": ""other"", ""example_sentence"": ""The periodic table helps predict the properties of elements based on their position, such as whether they are metals, non-metals, or metalloids."", ""properties"": {""key_principle"": ""A chart organizing elements by atomic number and recurring properties, revealing trends."", ""related_concepts"": [""elements"", ""atomic number"", ""electron configuration"", ""groups (columns)"", ""periods (rows)"", ""metals"", ""non-metals"", ""metalloids"", ""noble gases"", ""chemical properties""], ""real_world_example"": ""Using the periodic table to find the atomic mass or predict the reactivity of an element.""}}"
pure substances,1.3,"{""explanation"": ""Pure substances are forms of matter that have a constant composition and characteristic properties throughout. They cannot be separated into simpler components by physical means and include elements and compounds."", ""urdu_meaning"": ""خالص مادے - مادے کی وہ اقسام جن کی ترکیب مستقل اور خصوصیات یکساں ہوں (عناصر اور مرکبات)"", ""term_type"": ""concept"", ""example_sentence"": ""Water (a compound) and gold (an element) are examples of pure substances, unlike saltwater (a mixture)."", ""properties"": {""key_principle"": ""Matter with a fixed composition and distinct properties; includes elements and compounds."", ""related_concepts"": [""elements"", ""compounds"", ""mixtures (contrast)"", ""fixed ratios"", ""chemical properties"", ""physical properties""], ""real_world_example"": ""Pure sucrose (table sugar), pure iron metal.""}}"
silicon,1.3,"{""explanation"": ""Silicon (Si) is a metalloid chemical element that is a semiconductor. It is the second most abundant element in Earth's crust (after oxygen) and is a key component of sand, quartz, and is crucial in the electronics industry."", ""urdu_meaning"": ""سلیکان - ایک دھات نما عنصر، جو سیمی کنڈکٹر ہے"", ""term_type"": ""element"", ""example_sentence"": ""Silicon is the primary material used for making computer chips and solar cells due to its semiconductor properties."", ""properties"": {""symbol"": ""Si"", ""atomic_number"": 14, ""category"": ""metalloid"", ""state_room_temp"": ""solid"", ""common_uses"": [""Semiconductors (computer chips, transistors)"", ""Solar cells"", ""Glass production (as SiO₂)"", ""Ceramics"", ""Sealants (silicones)""]}}"
sucrose,1.3,"{""explanation"": ""Sucrose (C₁₂H₂₂O₁₁) is a common disaccharide, a type of carbohydrate, composed of glucose and fructose units. It is a pure substance (a compound) commonly known as table sugar."", ""urdu_meaning"": ""سوکروز / چینی - ایک عام ڈائی سیکرائیڈ، خالص مادہ (مرکب)"", ""term_type"": ""compound"", ""example_sentence"": ""Sucrose is extracted from sugarcane or sugar beets and is used as a sweetener."", ""properties"": {""formula"": ""C₁₂H₂₂O₁₁"", ""molar_mass"": ""342.30 g/mol"", ""state_room_temp"": ""solid (crystalline)"", ""hazards"": [""Generally safe for consumption"", ""Excessive intake linked to health issues""]}}"
technetium,1.3,"{""explanation"": ""Technetium (Tc) is a chemical element that is the lightest element whose isotopes are all radioactive; none are stable. It is produced artificially and has medical uses as a radioactive tracer."", ""urdu_meaning"": ""ٹیکنیشیم - ایک تابکار کیمیائی عنصر"", ""term_type"": ""element"", ""example_sentence"": ""Technetium-99m is a commonly used radioisotope in medical diagnostic imaging."", ""properties"": {""symbol"": ""Tc"", ""atomic_number"": 43, ""category"": ""metal (transition metal)"", ""state_room_temp"": ""solid (synthetic, radioactive)"", ""common_uses"": [""Medical radioactive tracer (Tc-99m)"", ""Corrosion inhibitor (limited)""]}}"
Tyndall effect,1.3,"{""explanation"": ""The Tyndall effect is the scattering of light as a light beam passes through a colloid. The individual suspension particles or the large molecules in a colloid scatter and reflect light, making the beam visible. This effect is used to distinguish colloids from true solutions."", ""urdu_meaning"": ""ٹنڈل اثر - کولائیڈ میں سے روشنی کی شعاع گزرنے پر اس کا بکھرنا"", ""term_type"": ""property"", ""example_sentence"": ""Shining a flashlight beam through a glass of milk demonstrates the Tyndall effect, indicating milk is a colloid."", ""properties"": {""key_principle"": ""Scattering of a light beam by particles in a colloid or a very fine suspension."", ""related_concepts"": [""colloids"", ""heterogeneous mixture"", ""light scattering"", ""solution (does not show Tyndall effect)""], ""real_world_example"": ""Sunbeams visible in dusty air or through fog.""}}"
water,1.3,"{""explanation"": ""Water (H₂O) is a chemical compound consisting of two hydrogen atoms and one oxygen atom. It is a pure substance essential for all known forms of life and is a universal solvent."", ""urdu_meaning"": ""پانی - دو ہائیڈروجن اور ایک آکسیجن ایٹم پر مشتمل کیمیائی مرکب، ایک خالص مادہ"", ""term_type"": ""compound"", ""example_sentence"": ""Pure water is a compound, but tap water is often a mixture containing dissolved minerals."", ""properties"": {""formula"": ""H₂O"", ""molar_mass"": ""18.015 g/mol"", ""state_room_temp"": ""liquid"", ""hazards"": [""Generally safe"", ""Drowning hazard"", ""Scalding hazard (steam)""]}}"
allotropes,1.4,"{""explanation"":""Different structural forms of the same element with distinct physical/chemical properties due to atomic arrangement variations."",""urdu_meaning"":""مختلف ساختی اشکال - ایک ہی عنصر کی مختلف ساختیں"",""term_type"":""concept"",""example_sentence"":""Carbon exhibits allotropes like diamond, graphite, and fullerenes with radically different properties."",""properties"":{""key_principle"":""Polymorphism in elemental solids"",""related_concepts"":[""crystal structure"",""bond hybridization"",""phase transitions"",""nanomaterials""],""real_world_example"":""Industrial diamonds for cutting vs. graphite lubricants""}}"
allotropy,1.4,"{""explanation"":""The property of certain elements to exist in multiple structural forms with different atomic arrangements."",""urdu_meaning"":""مختلف ساختی اشکال کی خصوصیت"",""term_type"":""concept"",""example_sentence"":""Allotropy in phosphorus explains white and red phosphorus's contrasting reactivity."",""properties"":{""key_principle"":""Elemental polymorphism"",""related_concepts"":[""phase diagrams"",""kinetic stability"",""enthalpy differences"",""catenation""],""real_world_example"":""Tin pest transformation at low temperatures""}}"
atomic arrangement,1.4,"{""explanation"":""Spatial organization of atoms in materials determining properties through bonding and symmetry."",""urdu_meaning"":""ایٹمی ترتیب - مواد میں ایٹموں کی جگہی تنظیم"",""term_type"":""concept"",""example_sentence"":""Diamond's tetrahedral atomic arrangement yields extreme hardness."",""properties"":{""key_principle"":""Energy minimization"",""related_concepts"":[""crystallography"",""lattice parameters"",""coordination number"",""packing efficiency""],""real_world_example"":""Shape-memory alloys via reversible atomic rearrangements""}}"
buckminsterfullerene,1.4,"{""explanation"":""C₆₀ fullerene with soccer-ball structure of sp²-hybridized carbon atoms exhibiting unique quantum properties."",""urdu_meaning"":""بکمنسٹر فلیرین - کاربن کے 60 ایٹموں والا فٹبال نما سالمہ"",""term_type"":""compound"",""example_sentence"":""Buckminsterfullerene's cage structure traps noble gases in endohedral complexes."",""properties"":{""formula"":""C₆₀"",""molar_mass"":""720.66 g/mol"",""state_room_temp"":""solid"",""hazards"":[""nanoparticle inhalation"",""reactive oxygen species generation""]}}"
carbon,1.4,"{""explanation"":""Element with atomic number 6 exhibiting diverse allotropes through sp³/sp²/sp hybridization and catenation."",""urdu_meaning"":""کاربن - ایٹمی نمبر 6 والا عنصر"",""term_type"":""element"",""example_sentence"":""Carbon's allotropy demonstrates how atomic arrangement determines material properties."",""properties"":{""symbol"":""C"",""atomic_number"":6,""category"":""nonmetal"",""state_room_temp"":""solid"",""common_uses"":[""steel production"",""organic synthesis"",""pencils"",""diamond cutting tools""]}}"
carbon nanotubes,1.4,"{""explanation"":""Cylindrical graphene sheets with sp² hybridization exhibiting extraordinary strength and electrical conductivity."",""urdu_meaning"":""کاربن نینو ٹیوبز - گرافین کے بیلن نما تہ"",""term_type"":""concept"",""example_sentence"":""Carbon nanotubes reinforce composites while enabling nanoelectronics through quantum transport."",""properties"":{""key_principle"":""One-dimensional quantum confinement"",""related_concepts"":[""armchair/zigzag chiralities"",""Young's modulus"",""field emission"",""nanoscale reactors""],""real_world_example"":""Lightweight aerospace materials""}}"
chemical properties,1.4,"{""explanation"":""Characteristics observed during chemical reactions involving electron transfer/sharing that alter molecular composition."",""urdu_meaning"":""کیمیائی خواص - تعاملات کے دوران ظاہر ہونے والی خصوصیات"",""term_type"":""concept"",""example_sentence"":""Graphite's chemical properties allow oxidation to graphene oxide for nanocomposites."",""properties"":{""key_principle"":""Electron configuration changes"",""related_concepts"":[""reactivity"",""combustibility"",""oxidation states"",""reaction mechanisms""],""real_world_example"":""Catalytic converters' redox chemistry""}}"
delocalized electrons,1.4,"{""explanation"":""Electrons not bound to specific atoms/bonds, enabling conductivity in metals/graphite through molecular orbitals."",""urdu_meaning"":""غیر مقامی الیکٹران - جو کسی خاص ایٹم یا بانڈ سے منسلک نہ ہوں"",""term_type"":""concept"",""example_sentence"":""Delocalized π-electrons in graphene create exceptional electrical conductivity."",""properties"":{""key_principle"":""Band theory and Fermi surfaces"",""related_concepts"":[""resonance"",""conductivity"",""molecular orbital theory"",""plasmonics""],""real_world_example"":""Copper wiring in electrical circuits""}}"
diamond,1.4,"{""explanation"":""Carbon allotrope with tetrahedral sp³ hybridization forming 3D covalent network, the hardest natural material."",""urdu_meaning"":""ہیرا - کاربن کی ٹھوس شکل جو سب سے سخت قدرتی مادّہ ہے"",""term_type"":""concept"",""example_sentence"":""Diamond's thermal conductivity exceeds copper due to phonon propagation in rigid lattice."",""properties"":{""key_principle"":""Directional covalent bonding"",""related_concepts"":[""allotropy"",""crystal habit"",""refractive index"",""industrial abrasives""],""real_world_example"":""Diamond-tipped drill bits""}}"
discrete molecules,1.4,"{""explanation"":""Individual molecular units held by covalent bonds with intermolecular forces between them."",""urdu_meaning"":""منفرد سالمات - کوویلنٹ بانڈ سے جڑے انفرادی سالمات"",""term_type"":""concept"",""example_sentence"":""Fullerenes behave as discrete molecules unlike diamond's continuous network."",""properties"":{""key_principle"":""Molecular vs. extended solids"",""related_concepts"":[""van der Waals forces"",""sublimation"",""molecular crystals"",""solubility""],""real_world_example"":""Buckyball-based drug delivery systems""}}"
electrical insulator,1.4,"{""explanation"":""Material with large band gap preventing electron flow, like diamond's 5.5 eV gap."",""urdu_meaning"":""برقی موصل - وہ مادّہ جو بجلی کی ترسیل نہ کر سکے"",""term_type"":""property"",""example_sentence"":""Diamond serves as electrical insulator despite high thermal conductivity."",""properties"":{""key_principle"":""Valence-conduction band separation"",""related_concepts"":[""dielectric strength"",""band theory"",""resistivity"",""doping""],""real_world_example"":""Ceramic insulators in high-voltage equipment""}}"
electrically conductive,1.4,"{""explanation"":""Property allowing electron flow through delocalized electrons or mobile ions."",""urdu_meaning"":""برقی موصل - بجلی گزارنے کی صلاحیت"",""term_type"":""property"",""example_sentence"":""Graphite conducts electricity parallel to its graphene layers via delocalized electrons."",""properties"":{""key_principle"":""Overlapping orbitals or ion mobility"",""related_concepts"":[""conductivity"",""charge carriers"",""semiconductors"",""superconductors""],""real_world_example"":""Graphite electrodes in batteries""}}"
fullerenes,1.4,"{""explanation"":""Carbon allotropes with closed-cage structures of sp²-hybridized atoms exhibiting curvature-induced reactivity."",""urdu_meaning"":""فلیرینز - کاربن کی بند پنجرہ نما ساختیں"",""term_type"":""concept"",""example_sentence"":""Fullerenes act as electron acceptors in organic photovoltaics."",""properties"":{""key_principle"":""Spherical aromaticity"",""related_concepts"":[""nanoparticles"",""endohedral complexes"",""superconductivity"",""free radical scavenging""],""real_world_example"":""Cosmetic anti-aging products""}}"
giant covalent network solid,1.4,"{""explanation"":""Solids with atoms bonded covalently in continuous 3D networks, like diamond or quartz."",""urdu_meaning"":""عظیم کوویلنٹ جالیدار ٹھوس - مسلسل تین جہتی کوویلنٹ جال"",""term_type"":""concept"",""example_sentence"":""Silicon forms giant covalent networks in photovoltaic cells."",""properties"":{""key_principle"":""Directional bonding"",""related_concepts"":[""melting point"",""hardness"",""brittleness"",""thermal conductivity""],""real_world_example"":""Silicon wafers in electronics""}}"
graphene,1.4,"{""explanation"":""Single-layer carbon atoms in hexagonal sp² lattice with exceptional strength and electron mobility."",""urdu_meaning"":""گرافین - کاربن ایٹموں کی ایک پرت والی شش پہلو ساخت"",""term_type"":""concept"",""example_sentence"":""Graphene's Dirac cones enable relativistic electron behavior at room temperature."",""properties"":{""key_principle"":""Two-dimensional electron gas"",""related_concepts"":[""quantum Hall effect"",""flexible electronics"",""sensors"",""composite reinforcement""],""real_world_example"":""Touchscreens and high-frequency transistors""}}"
graphite,1.4,"{""explanation"":""Carbon allotrope with layered sp²-hybridized sheets bonded by van der Waals forces."",""urdu_meaning"":""گرافائٹ - کاربن کی پرتوں والی ساختیں"",""term_type"":""concept"",""example_sentence"":""Graphite's anisotropic conductivity makes it ideal for battery anodes."",""properties"":{""key_principle"":""Delocalized π-electrons between layers"",""related_concepts"":[""lubricity"",""intercalation compounds"",""pyrolytic graphite"",""refractory materials""],""real_world_example"":""Pencil cores and high-temperature crucibles""}}"
hexagonal rings,1.4,"{""explanation"":""Six-atom cyclic structures in graphite/graphene formed by sp² hybridization with 120° bond angles."",""urdu_meaning"":""شش پہلو حلقے - چھ ایٹموں والے ڈھانچے"",""term_type"":""concept"",""example_sentence"":""Hexagonal rings in graphene create honeycomb lattices with Dirac points."",""properties"":{""key_principle"":""Geometric optimization"",""related_concepts"":[""aromaticity"",""planarity"",""conjugated systems"",""nanotube chirality""],""real_world_example"":""Carbon fiber structural materials""}}"
intermolecular forces,1.4,"{""explanation"":""Attractive forces between molecules including London dispersion, dipole-dipole, and hydrogen bonding."",""urdu_meaning"":""بین سالماتی قوّتیں - سالمات کے درمیان کشش قوّتیں"",""term_type"":""concept"",""example_sentence"":""Graphite layers are held by intermolecular forces enabling lubrication."",""properties"":{""key_principle"":""Electrostatic interactions"",""related_concepts"":[""adhesion"",""surface tension"",""viscosity"",""colligative properties""],""real_world_example"":""Gecko foot adhesion via van der Waals forces""}}"
layered structure,1.4,"{""explanation"":""Materials with strong bonding within planes but weak interlayer forces, like graphite or molybdenite."",""urdu_meaning"":""پرتوں والی ساخت - مضبوط اندرونی پرت بانڈنگ لیکن کمزور بین پرت قوّتیں"",""term_type"":""concept"",""example_sentence"":""Graphite's layered structure allows easy cleavage for lubrication."",""properties"":{""key_principle"":""Anisotropic bonding"",""related_concepts"":[""cleavage planes"",""intercalation"",""solid lubricants"",""van der Waals heterostructures""],""real_world_example"":""Dry lubricants in spacecraft mechanisms""}}"
monoclinic sulfur,1.4,"{""explanation"":""Sulfur allotrope stable above 95.6°C with S₈ crown-shaped molecules in parallel arrangements."",""urdu_meaning"":""یک رخا گندھک - گندھک کی ساختی شکل جو 95.6°C سے اوپر پائیدار ہوتی ہے"",""term_type"":""concept"",""example_sentence"":""Monoclinic sulfur reverts to rhombic form upon cooling through enantiotropic transition."",""properties"":{""key_principle"":""Polymorphic phase transition"",""related_concepts"":[""allotropy"",""crystal systems"",""ring molecules"",""thermodynamic stability""],""real_world_example"":""Geological sulfur deposits""}}"
organic solvents,1.4,"{""explanation"":""Carbon-based liquids dissolving nonpolar substances, affected by molecular structure and polarity."",""urdu_meaning"":""نامیاتی محلّل - کاربن پر مبنی سیّال جو غیر قطبی مادّے گھلاتے ہیں"",""term_type"":""other"",""example_sentence"":""Fullerenes dissolve in organic solvents like toluene unlike diamond."",""properties"":{""description"":""Solvation medium"",""relevance"":""Allotrope separation and processing""}}"
oxygen,1.4,"{""explanation"":""Element with atomic number 8 exhibiting O₂ (dioxygen) and O₃ (ozone) allotropes."",""urdu_meaning"":""آکسیجن - ایٹمی نمبر 8 والا عنصر"",""term_type"":""element"",""example_sentence"":""Oxygen allotropy includes paramagnetic O₂ and blue-liquid O₃ with distinct reactivity."",""properties"":{""symbol"":""O"",""atomic_number"":8,""category"":""nonmetal"",""state_room_temp"":""gas"",""common_uses"":[""respiration"",""combustion"",""water treatment"",""medical applications""]}}"
ozone,1.4,"{""explanation"":""Triatomic oxygen allotrope (O₃) with bent structure and resonance stabilization, absorbing UV radiation."",""urdu_meaning"":""اوزون - آکسیجن کی تین ایٹموں والی شکل"",""term_type"":""compound"",""example_sentence"":""Ozone's instability at ground level causes oxidative damage to polymers."",""properties"":{""formula"":""O₃"",""molar_mass"":""48 g/mol"",""state_room_temp"":""gas"",""hazards"":[""respiratory irritant"",""oxidizing agent""]}}"
physical properties,1.4,"{""explanation"":""Characteristics measurable without chemical change, determined by atomic arrangement and bonding."",""urdu_meaning"":""طبیعیاتی خواص - وہ خصوصیات جو کیمیائی تبدیلی کے بغیر ناپی جاسکیں"",""term_type"":""concept"",""example_sentence"":""Graphite's physical properties include lubricity and electrical conductivity."",""properties"":{""key_principle"":""Structure-property relationships"",""related_concepts"":[""melting point"",""hardness"",""density"",""optical properties""],""real_world_example"":""Diamond anvil cells for high-pressure experiments""}}"
pressure,1.4,"{""explanation"":""Factor inducing allotrope transitions, like graphite-to-diamond conversion above 100 kbar."",""urdu_meaning"":""دباؤ - ساختی تبدیلیوں کا محرّک"",""term_type"":""property"",""example_sentence"":""High-pressure synthesis converts hexagonal boron nitride to cubic form."",""properties"":{""key_principle"":""Le Chatelier's principle"",""related_concepts"":[""phase diagrams"",""compressibility"",""high-pressure polymorphs"",""anvil cells""],""real_world_example"":""Industrial diamond synthesis""}}"
rhombic sulfur,1.4,"{""explanation"":""Most stable sulfur allotrope below 95.6°C with orthorhombic crystals of puckered S₈ rings."",""urdu_meaning"":""معین نما گندھک - گندھک کی سب سے پائیدار شکل"",""term_type"":""concept"",""example_sentence"":""Rhombic sulfur's yellow crystals form from evaporating sulfur solutions."",""properties"":{""key_principle"":""Thermodynamic stability"",""related_concepts"":[""allotropy"",""ring strain"",""crystal habit"",""phase transition""],""real_world_example"":""Elemental sulfur in fertilizers""}}"
solubility,1.4,"{""explanation"":""Allotrope-dependent property; fullerenes dissolve in benzene while diamond is insoluble."",""urdu_meaning"":""حل پذیری - مادّے کی محلول میں گھلنے کی صلاحیت"",""term_type"":""property"",""example_sentence"":""Solubility differences separate fullerenes from soot using organic solvents."",""properties"":{""key_principle"":""Like dissolves like"",""related_concepts"":[""Hildebrand parameter"",""enthalpy of solution"",""miscibility"",""nanoparticle dispersion""],""real_world_example"":""Pharmaceutical polymorph screening""}}"
spherical cage-like structure,1.4,"{""explanation"":""Closed molecular geometry in fullerenes enabling electron confinement and endohedral chemistry."",""urdu_meaning"":""کرہ نما پنجرہ ساخت - بند سالمیاتی ہندسہ"",""term_type"":""concept"",""example_sentence"":""Fullerenes' spherical cages trap metal atoms forming superconducting materials."",""properties"":{""key_principle"":""Curved sp² hybridization"",""related_concepts"":[""electron affinity"",""supramolecular chemistry"",""quantum dots"",""molecular containers""],""real_world_example"":""MRI contrast agents""}}"
sp² hybridization,1.4,"{""explanation"":""Trigonal planar bonding with 120° angles enabling layered/graphene structures and conductivity."",""urdu_meaning"":""ایس پی ٹو ہائبرڈائزیشن - تکونہ مستوی بانڈنگ"",""term_type"":""concept"",""example_sentence"":""sp² hybridization in graphite creates delocalized π-electron clouds."",""properties"":{""key_principle"":""Planar conjugation"",""related_concepts"":[""aromaticity"",""conductive materials"",""nanosheets"",""bond angles""],""real_world_example"":""Transparent conductive films""}}"
sp³ hybridization,1.4,"{""explanation"":""Tetrahedral bonding with 109.5° angles forming 3D networks like diamond."",""urdu_meaning"":""ایس پی تھری ہائبرڈائزیشن - چار پہلو بانڈنگ"",""term_type"":""concept"",""example_sentence"":""sp³ hybridization gives diamond its isotropic hardness and thermal conductivity."",""properties"":{""key_principle"":""Directional covalent bonds"",""related_concepts"":[""tetrahedral coordination"",""semiconductors"",""band gap"",""mechanical strength""],""real_world_example"":""Cutting tools and heat spreaders""}}"
stability,1.4,"{""explanation"":""Relative resistance to decomposition; graphite is thermodynamically stable while diamond is kinetically stable."",""urdu_meaning"":""پائیداری - تحلیل کے خلاف مزاحمت"",""term_type"":""property"",""example_sentence"":""Rhombic sulfur's stability below 95.6°C dictates natural occurrence."",""properties"":{""key_principle"":""Gibbs free energy minima"",""related_concepts"":[""kinetic vs thermodynamic control"",""activation barriers"",""metastability"",""phase diagrams""],""real_world_example"":""Diamond's persistence at standard conditions""}}"
