term,topic_id,enrichment_data
francium,8.5,"{""explanation"": ""Francium (Fr) is a highly radioactive alkali metal (Group 1), not an alkaline earth metal. It is extremely rare and has the lowest electronegativity of all known elements."", ""urdu_meaning"": ""فرانسیم - ایک انتہائی تابکار الکلی دھات"", ""term_type"": ""element"", ""example_sentence"": ""Due to its intense radioactivity and short half-life, the chemistry of francium is difficult to study."", ""properties"": {""symbol"": ""Fr"", ""atomic_number"": 87, ""category"": ""metal (alkali)"", ""state_room_temp"": ""solid (predicted)"", ""common_uses"": [""Primarily scientific research due to rarity and radioactivity""]}}"
group 2,8.5,"{""explanation"": ""Group 2 of the periodic table contains the alkaline earth metals (beryllium, magnesium, calcium, strontium, barium, and radium), all of which have two valence electrons."", ""urdu_meaning"": ""گروپ 2 - دوری جدول کا دوسرا گروہ (قلوی ارضی دھاتیں)"", ""term_type"": ""concept"", ""example_sentence"": ""Elements in Group 2 exhibit trends in properties like atomic radius and ionization energy down the column."", ""properties"": {""key_principle"": ""The second vertical column of the periodic table, comprising the alkaline earth metals."", ""related_concepts"": [""periodic table"", ""alkaline earth metals"", ""s-block"", ""valence electrons (ns²)"", ""periodic trends"", ""reactivity""], ""real_world_example"": ""Calcium (Ca) and Magnesium (Mg) are important members of Group 2.""}}"
group 2 elements,8.5,"{""explanation"": ""Group 2 elements, also known as alkaline earth metals, are characterized by their ns² valence electron configuration, leading them to form +2 ions and exhibit metallic properties."", ""urdu_meaning"": ""گروپ 2 عناصر - قلوی ارضی دھاتیں"", ""term_type"": ""concept"", ""example_sentence"": ""The reactivity of Group 2 elements generally increases as you move down the group."", ""properties"": {""key_principle"": ""Elements in the second column of the periodic table (Be, Mg, Ca, Sr, Ba, Ra) with two s-electrons in their valence shell."", ""related_concepts"": [""Group 2"", ""alkaline earth metals"", ""periodic table"", ""s-block"", ""electron configuration (ns²)"", ""reactivity patterns"", ""metallic character""], ""real_world_example"": ""Beryllium used in alloys, magnesium in chlorophyll, calcium in bones.""}}"
hardness,8.5,"{""explanation"": ""Hardness is a measure of a material's resistance to localized plastic deformation, such as scratching or indentation. Alkaline earth metals are harder than alkali metals but still relatively soft."", ""urdu_meaning"": ""سختی - مواد کی خراش یا دباؤ کے خلاف مزاحمت"", ""term_type"": ""property"", ""example_sentence"": ""The hardness of alkaline earth metals generally decreases down the group, though beryllium is anomalously hard."", ""properties"": {""describes"": ""Resistance of a solid material to various kinds of permanent shape change when a compressive force is applied."", ""related_concepts"": [""physical properties"", ""metallic bonding"", ""crystal structure"", ""Mohs scale"", ""Vickers hardness""], ""example_of_use"": ""Beryllium's greater hardness compared to other alkaline earth metals makes it useful in certain alloys."", ""measurement_type"": ""Various scales (e.g., Mohs, Vickers, Brinell).""}}"
ions,8.5,"{""explanation"": ""Ions are electrically charged atoms or molecules formed by the loss or gain of electrons. Alkaline earth metals form +2 charged ions (cations)."", ""urdu_meaning"": ""آئن - چارج شدہ ایٹم یا مالیکیول"", ""term_type"": ""concept"", ""example_sentence"": ""The strong electrostatic attraction between oppositely charged ions leads to the formation of ionic compounds."", ""properties"": {""key_principle"": ""Atoms or molecules that have a net electrical charge due to an imbalance in the number of protons and electrons."", ""related_concepts"": [""cations"", ""anions"", ""dipositive ions"", ""electron transfer"", ""ionic bonding"", ""oxidation state""], ""real_world_example"": ""Mg²⁺ and Ca²⁺ are common ions formed by alkaline earth metals.""}}"
ionic radii,8.5,"{""explanation"": ""Ionic radii are measures of the size of ions. For alkaline earth metals, the M²⁺ ions are smaller than their respective neutral atoms due to the loss of the outermost electron shell and increased effective nuclear charge."", ""urdu_meaning"": ""آئنی رداس (جمع) - آئنوں کے حجم کی پیمائش"", ""term_type"": ""property"", ""example_sentence"": ""The ionic radii of alkaline earth metal cations (M²⁺) increase down the group."", ""properties"": {""describes"": ""The radii of ions, which differ from atomic radii due to electron loss or gain."", ""related_concepts"": [""ionic radius (singular)"", ""atomic radius"", ""ions"", ""cations"", ""anions"", ""periodic trends"", ""effective nuclear charge""], ""example_of_use"": ""Comparing the ionic radii of Mg²⁺ and Ca²⁺ helps understand differences in lattice energies of their compounds."", ""measurement_type"": ""Picometers (pm) or Angstroms (Å).""}}"
ionization energies,8.5,"{""explanation"": ""Ionization energies are the energies required to remove electrons from gaseous atoms or ions. Alkaline earth metals have relatively low first and second ionization energies but a very high third ionization energy."", ""urdu_meaning"": ""آئنائزیشن توانائیاں - الیکٹران نکالنے کے لیے درکار توانائیاں"", ""term_type"": ""property"", ""example_sentence"": ""The trend in ionization energies for alkaline earth metals reflects the ease of forming M²⁺ ions."", ""properties"": {""describes"": ""The set of energies required to remove successive electrons from an atom (e.g., first, second, third ionization energies)."", ""related_concepts"": [""ionization energy (singular)"", ""first ionization energy"", ""second ionization energy"", ""periodic trends"", ""electron configuration"", ""effective nuclear charge""], ""example_of_use"": ""The large jump between the second and third ionization energies of magnesium confirms it readily forms Mg²⁺ ions."", ""measurement_type"": ""Kilojoules per mole (kJ/mol) or electronvolts (eV).""}}"
ionization energy,8.5,"{""explanation"": ""Ionization energy is the minimum energy required to remove an electron from a neutral gaseous atom or ion. It generally decreases down Group 2 for alkaline earth metals."", ""urdu_meaning"": ""آئنائزیشن توانائی - گیسی ایٹم یا آئن سے الیکٹران نکالنے کے لیے درکار توانائی"", ""term_type"": ""property"", ""example_sentence"": ""The first ionization energy of beryllium is higher than that of magnesium due to its smaller atomic size and less shielding."", ""properties"": {""describes"": ""The energy needed to remove the most loosely bound electron from a gaseous atom or ion."", ""related_concepts"": [""first ionization energy"", ""second ionization energy"", ""periodic trends"", ""atomic radius"", ""effective nuclear charge"", ""shielding effect""], ""example_of_use"": ""Low ionization energy values for alkaline earth metals indicate their tendency to form cations."", ""measurement_type"": ""Kilojoules per mole (kJ/mol) or electronvolts (eV).""}}"
magnesium,8.5,"{""explanation"": ""Magnesium (Mg) is an alkaline earth metal (Group 2), lightweight and reactive, playing a vital role in biological systems (e.g., in chlorophyll) and used in alloys."", ""urdu_meaning"": ""میگنیشیم - ایک قلوی ارضی دھات"", ""term_type"": ""element"", ""example_sentence"": ""Magnesium burns with a very bright white flame, making it useful in fireworks and flares."", ""properties"": {""symbol"": ""Mg"", ""atomic_number"": 12, ""category"": ""metal (alkaline earth)"", ""state_room_temp"": ""solid"", ""common_uses"": [""Lightweight alloys (aircraft, automotive)"", ""Flares and incendiary devices"", ""Dietary supplement"", ""Component of chlorophyll"", ""Antacids (e.g., Milk of Magnesia)""]}}"
medical applications,8.5,"{""explanation"": ""Medical applications in chemistry involve the use of elements, compounds, or chemical principles for diagnosis, treatment, or prevention of diseases. Some alkaline earth metal compounds have medical applications."", ""urdu_meaning"": ""طبی استعمالات - بیماریوں کی تشخیص یا علاج میں کیمیا کا استعمال"", ""term_type"": ""concept"", ""example_sentence"": ""Barium sulfate is used in medical applications as a contrast agent for X-ray imaging of the digestive tract."", ""properties"": {""key_principle"": ""Utilization of chemical substances or knowledge in healthcare and medicine."", ""related_concepts"": [""pharmaceuticals"", ""radiotherapy"", ""diagnostic tools"", ""biomaterials"", ""barium sulfate"", ""radium"", ""calcium supplements"", ""magnesium supplements""], ""real_world_example"": ""Use of radioactive radium isotopes (historically) for cancer treatment; magnesium sulfate as a medication.""}}"
melting points,8.5,"{""explanation"": ""Melting points are the temperatures at which a solid substance changes into a liquid state. The melting points of alkaline earth metals generally decrease down the group, with magnesium being an exception."", ""urdu_meaning"": ""نقطہ پگھلاؤ - وہ درجہ حرارت جس پر ٹھوس مائع میں تبدیل ہوتا ہے"", ""term_type"": ""property"", ""example_sentence"": ""Beryllium has an unusually high melting point compared to other alkaline earth metals due to its strong metallic bonding."", ""properties"": {""describes"": ""The temperature at which a solid becomes a liquid at atmospheric pressure."", ""related_concepts"": [""physical properties"", ""phase transition"", ""boiling point"", ""metallic bonding"", ""intermolecular forces"", ""periodic trends""], ""example_of_use"": ""The relatively high melting points of alkaline earth metals reflect their stronger metallic bonding compared to alkali metals."", ""measurement_type"": ""Degrees Celsius (°C) or Kelvin (K).""}}"
metal,8.5,"{""explanation"": ""A metal is an element that is typically lustrous, malleable, ductile, and a good conductor of heat and electricity, tending to form positive ions. Alkaline earth metals are examples of such.", ""urdu_meaning"": ""دھات - مخصوص خصوصیات رکھنے والا عنصر"", ""term_type"": ""concept"", ""example_sentence"": ""Each alkaline earth metal exhibits characteristic properties of a metal, including good conductivity."", ""properties"": {""key_principle"": ""Elements that readily lose electrons to form cations and possess characteristic properties like high conductivity and malleability."", ""related_concepts"": [""metallic bonding"", ""conductivity"", ""malleability"", ""ductility"", ""luster"", ""cations"", ""alkaline earth metals"", ""non-metal""], ""real_world_example"": ""Magnesium, calcium, iron, copper are all metals.""}}"
metallic bonding,8.5,"{""explanation"": ""Metallic bonding is a type of chemical bond found in metals, involving a lattice of positive metal ions surrounded by a 'sea' of delocalized valence electrons, which accounts for their conductivity and malleability."", ""urdu_meaning"": ""دھاتی بندھن - دھاتوں میں پایا جانے والا کیمیائی بندھن"", ""term_type"": ""concept"", ""example_sentence"": ""The strength of metallic bonding in alkaline earth metals influences their melting points and hardness."", ""properties"": {""key_principle"": ""Electrostatic attraction between a lattice of positive metal ions and a delocalized 'sea' of shared valence electrons."", ""related_concepts"": [""chemical bonding"", ""metals"", ""valence electrons"", ""delocalized electrons"", ""conductivity"", ""malleability"", ""ductility"", ""electron sea model""], ""real_world_example"": ""The bonding in a block of magnesium metal, allowing it to conduct electricity.""}}"
metallic character,8.5,"{""explanation"": ""Metallic character refers to the extent to which an element exhibits the properties of metals, such as luster, conductivity, and the tendency to form cations. Alkaline earth metals have strong metallic character."", ""urdu_meaning"": ""دھاتی خاصیت - دھاتوں کی خصوصیات کا مجموعہ"", ""term_type"": ""property"", ""example_sentence"": ""The metallic character of alkaline earth metals increases down the group as ionization energy decreases."", ""properties"": {""describes"": ""The degree to which an element displays typical metallic properties."", ""related_concepts"": [""metals"", ""periodic trends"", ""ionization energy"", ""electronegativity"", ""conductivity"", ""luster"", ""electropositive character""], ""example_of_use"": ""Barium exhibits a stronger metallic character than beryllium."", ""measurement_type"": ""Qualitative assessment based on properties and position in the periodic table.""}}"
metals,8.5,"{""explanation"": ""Metals are a broad category of elements that are typically shiny, good conductors of heat and electricity, malleable, and ductile, and tend to lose electrons in chemical reactions. Alkaline earth metals are a specific group of metals."", ""urdu_meaning"": ""دھاتیں - مخصوص خصوصیات رکھنے والے عناصر کا گروہ"", ""term_type"": ""concept"", ""example_sentence"": ""Alkaline earth metals are less reactive than alkali metals but are still considered active metals."", ""properties"": {""key_principle"": ""A class of elements generally found on the left side and center of the periodic table, possessing characteristic physical and chemical properties."", ""related_concepts"": [""metallic bonding"", ""alkaline earth metals"", ""alkali metals"", ""transition metals"", ""conductivity"", ""malleability"", ""ductility"", ""cations""], ""real_world_example"": ""Iron, aluminum, copper, magnesium, calcium.""}}"
mg,8.5,"{""explanation"": ""Mg is the chemical symbol for Magnesium, an alkaline earth metal in Group 2 with atomic number 12."", ""urdu_meaning"": ""ایم جی - میگنیشیم کی کیمیائی علامت"", ""term_type"": ""element"", ""example_sentence"": ""The element Mg is essential for chlorophyll function in plants."", ""properties"": {""symbol"": ""Mg"", ""atomic_number"": 12, ""category"": ""metal (alkaline earth)"", ""state_room_temp"": ""solid"", ""common_uses"": [""Lightweight alloys"", ""Flares"", ""Dietary supplement"", ""Chlorophyll component"", ""Antacids""]}}"
muscles,8.5,"{""explanation"": ""Muscles are tissues in animals that contract to produce movement or maintain posture, with calcium ions playing a critical role in the contraction process."", ""urdu_meaning"": ""پٹھے / عضلات - حرکت پیدا کرنے والے حیوانی ٹشوز"", ""term_type"": ""other"", ""example_sentence"": ""Calcium, an alkaline earth metal, is essential for the proper functioning of muscles, including contraction and relaxation."", ""properties"": {""description"": ""Contractile tissues in animals responsible for movement."", ""contextual_relevance"": ""Calcium ions (Ca²⁺), derived from the alkaline earth metal calcium, are vital for initiating and regulating muscle contraction.""}}"
nerve function,8.5,"{""explanation"": ""Nerve function refers to the processes by which nerves transmit signals throughout the body, involving the movement of ions like calcium and magnesium across nerve cell membranes."", ""urdu_meaning"": ""عصبی افعال - اعصاب کے ذریعے جسم میں سگنل کی ترسیل"", ""term_type"": ""concept"", ""example_sentence"": ""Both calcium and magnesium ions, from alkaline earth metals, are important for regulating nerve function and excitability."", ""properties"": {""key_principle"": ""The physiological processes of nerve cells (neurons) including signal transmission and regulation."", ""related_concepts"": [""neurons"", ""action potential"", ""neurotransmitters"", ""synapse"", ""electrolytes"", ""calcium ions"", ""magnesium ions""], ""real_world_example"": ""The role of Ca²⁺ influx in neurotransmitter release at synapses.""}}"
ns² configuration,8.5,"{""explanation"": ""The ns² configuration denotes a valence electron arrangement where the outermost s-orbital is filled with two electrons, which is characteristic of all alkaline earth metals."", ""urdu_meaning"": ""این ایس² تشکیل - بیرونی ایس-مدار میں دو الیکٹران والی ترتیب"", ""term_type"": ""concept"", ""example_sentence"": ""The ns² configuration of alkaline earth metals (Group 2) results in their tendency to lose these two electrons to form M²⁺ ions."", ""properties"": {""key_principle"": ""Valence electron configuration of Group 2 elements, where 'n' is the principal quantum number of the outermost shell, and the s-orbital contains two electrons."", ""related_concepts"": [""electron configuration"", ""valence electrons"", ""s-orbital"", ""alkaline earth metals"", ""Group 2"", ""periodic table"", ""chemical properties""], ""real_world_example"": ""Magnesium has a 3s² valence electron configuration; Calcium has a 4s² configuration.""}}"
nuclear reactors,8.5,"{""explanation"": ""Nuclear reactors are devices that initiate and control sustained nuclear chain reactions, often for power generation or research. Beryllium is sometimes used as a moderator or reflector in nuclear reactors."", ""urdu_meaning"": ""نیوکلیائی ری ایکٹر - نیوکلیائی زنجیری تعاملات کو کنٹرول کرنے والے آلات"", ""term_type"": ""concept"", ""example_sentence"": ""Beryllium's low neutron absorption cross-section and good scattering properties make it suitable for use in some nuclear reactors."", ""properties"": {""key_principle"": ""Systems designed to initiate and control nuclear fission chain reactions."", ""related_concepts"": [""nuclear fission"", ""nuclear fuel (e.g., uranium)"", ""moderator"", ""control rods"", ""coolant"", ""beryllium"", ""radiation shielding""], ""real_world_example"": ""Pressurized water reactors (PWR) and boiling water reactors (BWR) used for electricity generation.""}}"
periodic table,8.5,"{""explanation"": ""The periodic table is a tabular arrangement of chemical elements, ordered by atomic number and electron configuration, which shows recurring chemical properties. Alkaline earth metals occupy Group 2."", ""urdu_meaning"": ""دوری جدول - کیمیائی عناصر کی منظم ترتیب"", ""term_type"": ""concept"", ""example_sentence"": ""The position of alkaline earth metals in Group 2 of the periodic table explains their common ns² valence electron configuration."", ""properties"": {""key_principle"": ""A systematic organization of elements showing periodic trends in their atomic structure and properties."", ""related_concepts"": [""elements"", ""atomic number"", ""groups"", ""periods"", ""blocks"", ""periodicity"", ""periodic trends"", ""alkaline earth metals""], ""real_world_example"": ""Used to classify elements and predict their chemical behavior.""}}"
periodic trends,8.5,"{""explanation"": ""Periodic trends are patterns in the properties of elements (e.g., atomic radius, ionization energy) that are evident when they are arranged in the periodic table. Alkaline earth metals exhibit clear periodic trends."", ""urdu_meaning"": ""دوری رجحانات - دوری جدول میں عناصر کی خصوصیات میں باقاعدہ تبدیلیاں"", ""term_type"": ""concept"", ""example_sentence"": ""Key periodic trends for alkaline earth metals include increasing atomic radius and decreasing ionization energy down the group."", ""properties"": {""key_principle"": ""Systematic variations in elemental properties observed across periods and down groups."", ""related_concepts"": [""periodicity"", ""periodic table"", ""atomic radius"", ""ionization energy"", ""electronegativity"", ""metallic character"", ""alkaline earth metals""], ""real_world_example"": ""The reactivity of alkaline earth metals generally increases down Group 2, which is a periodic trend.""}}"
physical properties,8.5,"{""explanation"": ""Physical properties are characteristics of a substance that can be observed or measured without changing its chemical identity, such as melting point, density, and hardness. Alkaline earth metals have distinct physical properties."", ""urdu_meaning"": ""طبیعی خصوصیات - مادے کی وہ خصوصیات جو کیمیائی شناخت تبدیل کیے بغیر معلوم کی جا سکیں"", ""term_type"": ""property"", ""example_sentence"": ""The physical properties of alkaline earth metals, like their silvery-white appearance and good conductivity, are typical of metals."", ""properties"": {""describes"": ""Observable characteristics of a substance that do not involve a change in its chemical composition."", ""related_concepts"": [""melting point"", ""boiling point"", ""density"", ""hardness"", ""color"", ""electrical conductivity"", ""thermal conductivity"", ""state of matter""], ""example_of_use"": ""Measuring the melting point of magnesium is determining one of its physical properties."", ""measurement_type"": ""Direct measurement (e.g., thermometer, balance) or observation.""}}"
positive ions,8.5,"{""explanation"": ""Positive ions (cations) are atoms or molecules that have lost one or more electrons, resulting in a net positive charge. Alkaline earth metals form +2 positive ions."", ""urdu_meaning"": ""مثبت آئن - کیٹ آئن"", ""term_type"": ""concept"", ""example_sentence"": ""The compounds of alkaline earth metals are typically ionic, consisting of +2 positive ions and anions."", ""properties"": {""key_principle"": ""Charged species with fewer electrons than protons."", ""related_concepts"": [""cations"", ""ions"", ""dipositive ions"", ""electron loss"", ""oxidation state"", ""alkaline earth metals""], ""real_world_example"": ""Ca²⁺ (calcium ion), Mg²⁺ (magnesium ion).""}}"
properties,8.5,"{""explanation"": ""Properties are the characteristics or attributes that define a substance or system, which can be physical (e.g., melting point, density) or chemical (e.g., reactivity, acidity)."", ""urdu_meaning"": ""خصوصیات - کسی مادے یا نظام کی امتیازی صفات"", ""term_type"": ""concept"", ""example_sentence"": ""The properties of alkaline earth metals, such as their reactivity and the basicity of their oxides, show clear trends down the group."", ""properties"": {""key_principle"": ""Distinctive features or qualities of matter or energy."", ""related_concepts"": [""physical properties"", ""chemical properties"", ""periodic properties"", ""atomic properties"", ""molecular properties""], ""real_world_example"": ""The high melting point of beryllium and the green flame color of barium are specific properties.""}}"
ra,8.5,"{""explanation"": ""Ra is the chemical symbol for Radium, a highly radioactive alkaline earth metal in Group 2 with atomic number 88."", ""urdu_meaning"": ""آر اے - ریڈیم کی کیمیائی علامت"", ""term_type"": ""element"", ""example_sentence"": ""The element Ra is the heaviest known alkaline earth metal and all its isotopes are radioactive."", ""properties"": {""symbol"": ""Ra"", ""atomic_number"": 88, ""category"": ""metal (alkaline earth)"", ""state_room_temp"": ""solid"", ""common_uses"": [""Historical use in radiotherapy (largely replaced)"", ""Luminous paints (historical, now recognized as hazardous)"", ""Neutron sources (when mixed with beryllium)""]}}"
radiation shielding,8.5,"{""explanation"": ""Radiation shielding involves using materials to reduce the intensity of harmful radiation, such as X-rays or gamma rays. Some dense materials, including those derived from heavy elements, are used for this."", ""urdu_meaning"": ""تابکاری شیلڈنگ - نقصان دہ تابکاری کو کم کرنے کے لیے مواد کا استعمال"", ""term_type"": ""concept"", ""example_sentence"": ""Lead is commonly used for radiation shielding, though other dense materials can also be effective."", ""properties"": {""key_principle"": ""Attenuation of ionizing radiation by interposing absorbing materials between the source and the object to be protected."", ""related_concepts"": [""radioactivity"", ""ionizing radiation"", ""X-rays"", ""gamma rays"", ""alpha particles"", ""beta particles"", ""neutrons"", ""lead"", ""concrete"", ""half-value layer""], ""real_world_example"": ""Lead aprons worn during X-ray procedures; thick concrete walls in nuclear facilities.""}}"
radioactive,8.5,"{""explanation"": ""Radioactive describes substances that spontaneously emit radiation (alpha particles, beta particles, gamma rays) from their unstable atomic nuclei. Radium is a well-known radioactive alkaline earth metal."", ""urdu_meaning"": ""تابکار - تابکاری خارج کرنے والا"", ""term_type"": ""property"", ""example_sentence"": ""All isotopes of radium are radioactive, with varying half-lives."", ""properties"": {""describes"": ""The property of an unstable atomic nucleus to undergo spontaneous decay, emitting radiation."", ""related_concepts"": [""radioactivity"", ""radioactive decay"", ""half-life"", ""isotopes"", ""alpha decay"", ""beta decay"", ""gamma radiation"", ""radium"", ""francium""], ""example_of_use"": ""Uranium-238 is a naturally occurring radioactive element."", ""measurement_type"": ""Measured by activity (Becquerels, Curies) or decay rate.""}}"
radiotherapy,8.5,"{""explanation"": ""Radiotherapy is a medical treatment that uses ionizing radiation, generally as part of cancer treatment, to control or kill malignant cells. Historically, radium was used in radiotherapy."", ""urdu_meaning"": ""ریڈیو تھراپی / شعاعی علاج - تابکاری کے ذریعے طبی علاج"", ""term_type"": ""process"", ""example_sentence"": ""Early forms of radiotherapy utilized the radioactive decay of radium to target cancerous tissues."", ""properties"": {""key_principle"": ""Treatment of disease (primarily cancer) using ionizing radiation."", ""related_concepts"": [""ionizing radiation"", ""cancer treatment"", ""gamma rays"", ""X-rays"", ""electron beams"", ""radium (historical)"", ""cobalt-60"", ""linear accelerators""], ""real_world_example"": ""External beam radiotherapy using X-rays; brachytherapy involving placing radioactive sources near or in a tumor.""}}"
radium,8.5,"{""explanation"": ""Radium (Ra) is a highly radioactive alkaline earth metal (Group 2), the heaviest member of this group, historically used in luminous paints and cancer treatment."", ""urdu_meaning"": ""ریڈیم - ایک انتہائی تابکار قلوی ارضی دھات"", ""term_type"": ""element"", ""example_sentence"": ""Due to its radioactivity, radium and its compounds are hazardous and require careful handling."", ""properties"": {""symbol"": ""Ra"", ""atomic_number"": 88, ""category"": ""metal (alkaline earth)"", ""state_room_temp"": ""solid"", ""common_uses"": [""Cancer therapy (historical, largely replaced by safer alternatives)"", ""Luminous paints for watch dials (historical, discontinued due to health risks)"", ""Neutron sources (when mixed with beryllium)""]}}"
reactivity,8.5,"{""explanation"": ""Reactivity describes the tendency of a substance to undergo chemical reaction. The reactivity of alkaline earth metals generally increases down the group."", ""urdu_meaning"": ""عاملیت / ردعمل کی صلاحیت - کیمیائی تعامل کرنے کا رجحان"", ""term_type"": ""property"", ""example_sentence"": ""Barium shows higher reactivity with water compared to magnesium, reflecting the group trend."", ""properties"": {""describes"": ""The relative capacity of an atom, molecule, or radical to undergo chemical reaction with another atom, molecule, or radical."", ""related_concepts"": [""chemical reactivity"", ""periodic trends"", ""ionization energy"", ""electronegativity"", ""activation energy"", ""alkaline earth metals""], ""example_of_use"": ""The low reactivity of beryllium with water compared to other Group 2 metals is noteworthy."", ""measurement_type"": ""Often assessed qualitatively or by comparing reaction rates.""}}"
reactivity increases,8.5,"{""explanation"": ""Reactivity increases down Group 2 for alkaline earth metals because the valence electrons are further from the nucleus, more shielded, and thus easier to remove (lower ionization energy)."", ""urdu_meaning"": ""عاملیت میں اضافہ - گروپ 2 میں نیچے کی جانب ردعمل کی صلاحیت کا بڑھنا"", ""term_type"": ""concept"", ""example_sentence"": ""The observation that reactivity increases from beryllium to barium demonstrates a key periodic trend for alkaline earth metals."", ""properties"": {""key_principle"": ""The general trend of increasing chemical reactivity when moving down a group for metals like the alkaline earths."", ""related_concepts"": [""reactivity"", ""periodic trends"", ""ionization energy"", ""atomic radius"", ""shielding effect"", ""alkaline earth metals""], ""real_world_example"": ""Barium reacts more vigorously with water than magnesium.""}}"
reducing agents,8.5,"{""explanation"": ""Reducing agents are substances that donate electrons to another substance in a redox reaction, thereby causing the other substance to be reduced while itself being oxidized. Alkaline earth metals are good reducing agents."", ""urdu_meaning"": ""تخفیفی عامل - ریڈوکس تعامل میں الیکٹران دینے والے مادے"", ""term_type"": ""concept"", ""example_sentence"": ""Alkaline earth metals act as strong reducing agents because they readily lose their two valence electrons."", ""properties"": {""key_principle"": ""Species that lose electrons (are oxidized) and cause another species to gain electrons (be reduced)."", ""related_concepts"": [""redox reactions"", ""oxidation"", ""reduction"", ""electron transfer"", ""oxidizing agents"", ""alkaline earth metals"", ""electropositivity""], ""real_world_example"": ""Magnesium metal reducing titanium tetrachloride to titanium metal in the Kroll process.""}}"
salts,8.5,"{""explanation"": ""Salts are ionic compounds formed from the reaction of an acid and a base, or by direct combination of a metal and a nonmetal. Alkaline earth metals form many common salts."", ""urdu_meaning"": ""نمکیات - آئنی مرکبات جو تیزاب اور اساس کے تعامل سے بنتے ہیں"", ""term_type"": ""concept"", ""example_sentence"": ""Calcium carbonate (CaCO₃) and magnesium sulfate (MgSO₄, Epsom salt) are important salts of alkaline earth metals."", ""properties"": {""key_principle"": ""Ionic compounds consisting of cations (often metal ions) and anions (often nonmetal ions or polyatomic ions)."", ""related_concepts"": [""ionic compounds"", ""acids"", ""bases"", ""neutralization"", ""cations"", ""anions"", ""electrolytes"", ""alkaline earth metals""], ""real_world_example"": ""Barium sulfate (BaSO₄), Strontium nitrate (Sr(NO₃)₂).""}}"
shielding effect,8.5,"{""explanation"": ""The shielding effect is the reduction in the effective nuclear charge on the electron cloud, due to a difference in the attraction forces on the electrons in the atom. It increases down a group for alkaline earth metals."", ""urdu_meaning"": ""حجابی اثر / شیلڈنگ اثر - اندرونی الیکٹرانوں کی وجہ سے مرکزے کی کشش میں کمی"", ""term_type"": ""concept"", ""example_sentence"": ""The increased shielding effect down Group 2 contributes to lower ionization energies for heavier alkaline earth metals."", ""properties"": {""key_principle"": ""Inner-shell electrons partially block the attraction of the nucleus from reaching the valence electrons."", ""related_concepts"": [""electron shielding"", ""effective nuclear charge"", ""atomic radius"", ""ionization energy"", ""electron shells"", ""periodic trends"", ""alkaline earth metals""], ""real_world_example"": ""The valence electrons in calcium experience more shielding than those in magnesium due to the additional inner electron shell in calcium.""}}"
sr,8.5,"{""explanation"": ""Sr is the chemical symbol for Strontium, an alkaline earth metal in Group 2 with atomic number 38."", ""urdu_meaning"": ""ایس آر - اسٹرانشیم کی کیمیائی علامت"", ""term_type"": ""element"", ""example_sentence"": ""The element Sr is known for producing a crimson red color in flame tests."", ""properties"": {""symbol"": ""Sr"", ""atomic_number"": 38, ""category"": ""metal (alkaline earth)"", ""state_room_temp"": ""solid"", ""common_uses"": [""Fireworks (crimson color)"", ""Cathode ray tubes (older televisions)"", ""Ferrite magnets"", ""Toothpaste for sensitive teeth (as strontium chloride)""]}}"
strontium,8.5,"{""explanation"": ""Strontium (Sr) is an alkaline earth metal (Group 2), softer than calcium and more reactive with water, known for the crimson color its salts impart to flames."", ""urdu_meaning"": ""اسٹرانشیم - ایک قلوی ارضی دھات"", ""term_type"": ""element"", ""example_sentence"": ""Strontium compounds are commonly used in fireworks to produce brilliant red colors."", ""properties"": {""symbol"": ""Sr"", ""atomic_number"": 38, ""category"": ""metal (alkaline earth)"", ""state_room_temp"": ""solid"", ""common_uses"": [""Fireworks and flares (red color)"", ""Glass for color television cathode ray tubes (historically)"", ""Production of ferrite magnets"", ""Medical applications (e.g., Strontium-89 for cancer pain relief)"", ""Toothpaste for sensitive teeth""]}}"
teeth,8.5,"{""explanation"": ""Teeth are hard structures found in the jaws of many vertebrates, used for biting and chewing food, primarily composed of calcium phosphate minerals like hydroxyapatite."", ""urdu_meaning"": ""دانت - جبڑوں میں پائے جانے والے سخت ڈھانچے"", ""term_type"": ""other"", ""example_sentence"": ""Calcium, an alkaline earth metal, is essential for the development and maintenance of strong teeth."", ""properties"": {""description"": ""Hard, calcified structures in the mouth used for mastication."", ""contextual_relevance"": ""Composed mainly of calcium phosphate (hydroxyapatite), highlighting the biological importance of the alkaline earth metal calcium.""}}"
thermal conductivity,8.5,"{""explanation"": ""Thermal conductivity is a measure of a material's ability to conduct heat. Alkaline earth metals, being metals, are generally good thermal conductors."", ""urdu_meaning"": ""حرارتی موصلیت - کسی مواد کی حرارت کو گزرنے دینے کی صلاحیت"", ""term_type"": ""property"", ""example_sentence"": ""The good thermal conductivity of beryllium makes it useful in heat sink applications."", ""properties"": {""describes"": ""The ability of a material to transfer heat energy."", ""related_concepts"": [""conductivity"", ""heat transfer"", ""metals"", ""metallic bonding"", ""insulators""], ""example_of_use"": ""Metals like magnesium are used in applications requiring efficient heat dissipation due to their high thermal conductivity."", ""measurement_type"": ""Watts per meter-Kelvin (W/(m·K)).""}}"
